Competência;Temática;Título;Instituição;Modalidade;Carga Horária;Público-Alvo;Link
dfkdpfkpoakdf;Técnicas de Negociações Avançadas;CELEBRAÇÃO DE PARCERIAS DO SETOR PÚBLICO COM ORGANISMOS INTERNACIONAIS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2215/?area=9
fddijfioajofijdsa;Impacto Regulatório;FUNDAMENTOS DA TEORIA DA REGULAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/974
dfifjia;Impacto Regulatório;ANÁLISE DE IMPACTO REGULATÓRIO: CONCEITOS FUNDAMENTAIS;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/357
dfkkap;Redação Oficial;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/477
kokokapoakpd;Redação Oficial;REDAÇÃO OFICIAL E NOÇÕES DE SEI E SUAS APLICAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/563
kodksaosk;Redação Oficial;UX WRITING PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/813
dfkdpfkpoakdf;Gestão do Tempo;ESTRATÉGIAS DE PRODUTIVIDADE: CLAREZA, PROPÓSITO E PRIORIZAÇÃO DE TAREFAS;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/444
fddijfioajofijdsa;Gestão do Tempo;GESTÃO DO TEMPO E PRODUTIVIDADE;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/468
dfifjia;Gestão do Tempo;PLANEJAMENTO E ORGANIZAÇÃO PESSOAL NO TRABALHO;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/475
dfkkap;Gestão por resultados;GOVERNANÇA PÚBLICA PARA RESULTADOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;23 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2067/?area=8
kokokapoakpd;Gestão por resultados;PRATICANDO A ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2051/?area=9
kodksaosk;Gestão por resultados;ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/604/
dfkdpfkpoakdf;Marketing Digital;COMUNICAÇÃO E REDES SOCIAIS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;24 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1991/?area=3
fddijfioajofijdsa;Marketing Digital;USO DE MÍDIAS SOCIAIS NA COMUNICAÇÃO INSTITUCIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/445
dfifjia;Marketing Digital;ESTRATÉGIAS DE MARKETING DIGITAL PARA A ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/806
dfkkap;Marketing Digital;COMUNICAÇÃO PÚBLICA E COMUNICAÇÃO DE GOVERNO;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/488/
kokokapoakpd;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/424/
kodksaosk;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/518/
dfkdpfkpoakdf;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/679/
fddijfioajofijdsa;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/797/
dfifjia;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1710/?area=8
dfkkap;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2064/?area=8
kokokapoakpd;Edição de Vídeos;MÍDIAS PARA EDUCAÇÃO: PRODUÇÃO DE VÍDEOS E LIVES COM QUALIDADE;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/771
kodksaosk;Edição de Vídeos;PRODUÇÃO DE VÍDEOS: UMA INTRODUÇÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;6 h/a;Gestores;https://www.escolavirtual.gov.br/curso/844
dfkdpfkpoakdf;Edição de Vídeos;PRODUÇÃO E EDIÇÃO DE VÍDEO PELO CELULAR;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/878
fddijfioajofijdsa;Legislação de Pessoal;LEI 8.112/90 E SUAS ALTERAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/405/
dfifjia;Licitações e Contratos na Adm Pública;PRATICANDO A GESTÁO E FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;;28 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2079/?area=13
dfkkap;Licitações e Contratos na Adm Pública;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2037/?area=14
kokokapoakpd;Licitações e Contratos na Adm Pública;COMO FISCALIZAR COM EFICIÊNCIA CONTRATOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/706
kodksaosk;Licitações e Contratos na Adm Pública;GESTÃO DE FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/939
dfkdpfkpoakdf;Licitações e Contratos na Adm Pública;APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;32 h/a;Gestores;https://www.escolavirtual.gov.br/curso/383/
fddijfioajofijdsa;Direito Administrativo ;PRATICANDO O DIREITO ADMINISTRATIVO NO SETOR PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1290/?area=9
dfifjia;Direito Administrativo (Correição);PROVAS NO PROCESSO ADMINISTRATIVO DISCIPLINAR;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/84/
dfkkap;Direito Administrativo (Correição);COMISSÃO DE PAR;https://acad-inpi.github.io/black/enap-logo.png;EAD;30 h/a;Gestores;https://www.escolavirtual.gov.br/curso/321/
kokokapoakpd;Direito Administrativo (Correição);ADMISSIBILIDADE CORREICIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/819
kodksaosk;Direito Administrativo (Correição);COMISSÕES PROCESSANTES;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/821
dfkdpfkpoakdf;Direito Administrativo (Correição);COMUNICAÇÕES PROCESSUAIS;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/820
fddijfioajofijdsa;Direito Administrativo (Correição);ATIVIDADE CORREICIONAL: VISÃO GERAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/238
dfifjia;Direito Administrativo (Correição);SUBORNO TRANSNACIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/886
dfkkap;Direito Administrativo (Correição);A RESPONSABILIZAÇÃO ADMINISTRATIVA NA LEI ANTICORRUPÇÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;30 h/a;Gestores;https://www.escolavirtual.gov.br/curso/1058
kokokapoakpd;Direito Administrativo (Correição);PRATICANDO A LEI DE IMPROBIDADE ADMINISTRATIVA;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2229/?area=13
kodksaosk;Oratória;STORYTELLING COM DADOS PARA COMUNICAÇÃO PROFISSIONAL DE SUCESSO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/815
dfkdpfkpoakdf;Direitos de Propriedade Industrial;Dl 101;OMPI;EAD;75 h/a;Gestores;https://welc.wipo.int/acc/index.jsf?lang=en
fddijfioajofijdsa;Direitos de Propriedade Industrial;DL 001;OMPI;EAD;5 h/a;Gestores;https://welc.wipo.int/acc/index.jsf?lang=en
dfifjia;Gestão de riscos;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2070/?area=8
dfkkap;Gestão de riscos;INTRODUÇÃO À GESTÃO DE RISCOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/923/
kokokapoakpd;Gestão de riscos;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/300/
kodksaosk;Gestão de riscos;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/409/
dfkdpfkpoakdf;Gestão de riscos;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/724/
fddijfioajofijdsa;Auditoria em Folha de Pagamento;SIAPE FOLHA;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/86/
dfifjia;Licitações e Contratos na Adm Pública;PRATICANDO A GESTÁO E FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;28 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2079/?area=13
dfkkap;Licitações e Contratos na Adm Pública;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2037/?area=14
kokokapoakpd;Licitações e Contratos na Adm Pública;COMO FISCALIZAR COM EFICIÊNCIA CONTRATOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/706
kodksaosk;Licitações e Contratos na Adm Pública;GESTÃO DE FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/939
dfkdpfkpoakdf;Licitações e Contratos na Adm Pública;APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;32 h/a;Gestores;https://www.escolavirtual.gov.br/curso/383/
fddijfioajofijdsa;Auditoria Interna Governamental;CERTIFICAÇÃO FUNDAMENTOS DA AUDITORIA GOVERNAMENTAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;144 h/a;Gestores;https://www.escolavirtual.gov.br/programa/133
dfifjia;Contabilidade (conformidade);CONTABILIDADE PÚBLICA E CONFORMIDADE NA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/480/
dfkkap;Auditoria Governamental;TRILHA DE APRENDIZAGEM EM AUDITORIA GOVERNAMENTAL;https://acad-inpi.github.io/black/enap-logo.png;H´BRIDO; h/a;Gestores;https://www.gov.br/cgu/pt-br/assuntos/auditoria-e-fiscalizacao/competencias-tecnicas-de-auditoria
kokokapoakpd;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;32 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2016/?area=2
kodksaosk;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/840
dfkdpfkpoakdf;Licitações e Contratos na Adm Pública;PRATICANDO A GESTÃO E FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;28 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2079/?area=13
fddijfioajofijdsa;Licitações e Contratos na Adm Pública;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2037/?area=14
dfifjia;Licitações e Contratos na Adm Pública;COMO FISCALIZAR COM EFICIÊNCIA CONTRATOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/706
dfkkap;Licitações e Contratos na Adm Pública;GESTÃO DE FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/939
kokokapoakpd;Gestão de riscos;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2070/?area=8
kodksaosk;Gestão de riscos;INTRODUÇÃO À GESTÃO DE RISCOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;40 h/a;Gestores;https://www.escolavirtual.gov.br/curso/923/
dfkdpfkpoakdf;Gestão de riscos;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/300/
fddijfioajofijdsa;Gestão de riscos;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/409/
dfifjia;Gestão de riscos;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/724/
dfkkap;Direitos de Propriedade Industrial;Dl 101;https://acad-inpi.github.io/black/enap-logo.png;EAD;75 h/a;Gestores;https://welc.wipo.int/acc/index.jsf?lang=en
kokokapoakpd;Direitos de Propriedade Industrial;DL 001;https://acad-inpi.github.io/black/enap-logo.png;EAD;5 h/a;Gestores;https://welc.wipo.int/acc/index.jsf?lang=en
kodksaosk;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/424/
dfkdpfkpoakdf;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/518/
fddijfioajofijdsa;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/679/
dfifjia;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/797/
dfkkap;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1710/?area=8
kokokapoakpd;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2064/?area=8
kodksaosk;Gestão de pessoas;COMUNICAÇÃO NÃO-VIOLENTA: BASES E APLICAÇÕES NA ERA DO TRABALHO REMOTO ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;18 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1181/?area=3
dfkdpfkpoakdf;Gestão de pessoas;HABILIDADES DE GESTÃO DE PESSOAS ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;23 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2023/?area=3
fddijfioajofijdsa;Gestão de pessoas;HABILIDADES DE COMUNICAÇÃO INTERPESSOAL NO AMBIENTE DE TRABALHO ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2049/?area=3
dfifjia;Gestão de pessoas;LIDERANÇA HUMANIZADA: CONSTRUINDO ESPAÇO DE SEGURANÇA PSICOLÓGICA ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2086/?area=7
dfkkap;Gestão de pessoas;LIDERANÇA HUMANIZADA: MODELAGEM DE PAPÉIS ;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2093/?area=20
kokokapoakpd;Gestão de pessoas;DESENVOLVIMENTO DE EQUIPES;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/1422/?area=7
kodksaosk;Gestão de pessoas;GESTÃO DA MUDANÇA;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2057/?area=9
dfkdpfkpoakdf;Gestão de pessoas;SÍNDROME DO IMPOSTOR: PADRÕES QUE MINAM SUA CONFIANÇA NA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;15 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2102/?area=3
fddijfioajofijdsa;Gestão de pessoas;RELAÇÕES INTERPESSOAIS E FEEDBACK;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2007/?area=3
dfifjia;Gestão de pessoas;HABILIDADES DE COMUNICAÇÃO INTERPESSOAL NO AMBIENTE DE TRABALHO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2049/?area=3
dfkkap;Gestão de pessoas;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/957
kokokapoakpd;Gestão de pessoas;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/773
kodksaosk;Gestão de pessoas;COMUNICAÇÃO NÃO VIOLENTA;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/463
dfkdpfkpoakdf;Gestão de pessoas;DESENVOLVENDO TIMES DE ALTA PERFORMANCE;https://acad-inpi.github.io/black/enap-logo.png;EAD;30 h/a;Gestores;https://www.escolavirtual.gov.br/curso/356
fddijfioajofijdsa;Gestão de pessoas;GESTÃO PESSOAL - BASE DA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;EAD;50 h/a;Gestores;https://www.escolavirtual.gov.br/curso/163
dfifjia;Gestão de pessoas;INTELIGÊNCIA EMOCIONAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;50 h/a;Gestores;https://www.escolavirtual.gov.br/curso/318
dfkkap;Diversidade;PLURALIDADE E INCLUSÃO NO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;21 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2013/?area=24
kokokapoakpd;Diversidade;POLÍTICAS PÚBLICAS E INTERSECCIONALIDADES;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;25 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2441/?area=25
kodksaosk;Diversidade;EMPRESAS E DIREITOS HUMANOS APLICADO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;22 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2043/?area=44
dfkdpfkpoakdf;Diversidade;GESTÃO DE DIVERSIDADE NO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;22 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2380/?area=44
fddijfioajofijdsa;Diversidade;PARTICIPAÇÃO EM COMISSÕES DE HETEROIDENTIFICAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2254/?area=44
dfifjia;Diversidade;SUPERANDO O CAPACITISMO NO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2386/?area=24
dfkkap;Diversidade;PRATICANDO O LETRAMENTO SOCIAL NO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;20 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2375/?area=19
kokokapoakpd;Diversidade;INCLUSÃO DE GÊNERO NA PONTA DA LÍNGUA;https://acad-inpi.github.io/black/enap-logo.png;EAD;8 h/a;Gestores;https://www.escolavirtual.gov.br/curso/924
kodksaosk;Diversidade;EMPRESAS E DIREITOS HUMANOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;30 h/a;Gestores;https://www.escolavirtual.gov.br/curso/333
dfkdpfkpoakdf;LGPD;PROTEÇÃO DE DADOS PESSOAIS NO SETOR PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;EAD;15 h/a;Gestores;https://www.escolavirtual.gov.br/curso/290
fddijfioajofijdsa;LGPD;FUNDAMENTOS DA LEI GERAL DE PROTEÇÃO DE DADOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;15 h/a;Gestores;https://www.escolavirtual.gov.br/curso/603
dfifjia;LGPD;PRATICANDO A LGPD;https://acad-inpi.github.io/black/enap-logo.png;REMOTO;22 h/a;Gestores;https://suap.enap.gov.br/vitrine/curso/2054/?area=11
dfkkap;LGPD;INTRODUÇÃO À LEI BRASILEIRA DE PROTEÇÃO DE DADOS PESSOAIS;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/153
kokokapoakpd;LGPD;COMO IMPLEMENTAR A LGPD: BASES, MECANISMOS E PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/529
kodksaosk;Gestão em Ouvidoria;GESTÃO EM OUVIDORIA;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/119/
dfkdpfkpoakdf;Gestão em Ouvidoria;ATUAÇÃO GERENCIAL DAS OUVIDORIAS PARA MELHORIA DA GESTÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/512
fddijfioajofijdsa;Gestão em Ouvidoria;CERTIFICAÇÃO EM OUVIDORIA;https://acad-inpi.github.io/black/enap-logo.png;EAD;160 h/a;Gestores;https://www.escolavirtual.gov.br/certificacao/113
dfifjia;Acesso à informação;GOVERNO ABERTO: TRANSPARÊNCIA E DADOS ABERTOS;https://acad-inpi.github.io/black/enap-logo.png;EAD;10 h/a;Gestores;https://www.escolavirtual.gov.br/curso/500
dfkkap;Resolução de conflitos;GESTÃO DE CONFLITOS E NEGOCIAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/372/
kokokapoakpd;Resolução de conflitos;RESOLUÇÃO DE CONFLITOS APLICADA AO CONTEXTO DAS OUVIDORIAS;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/120
kodksaosk;Defesa do usuário e simplificação;CERTIFICAÇÃO EM ATENDIMENTO AO CIDADÃO;https://acad-inpi.github.io/black/enap-logo.png;EAD;133 h/a;Gestores;https://www.escolavirtual.gov.br/certificacao/121
dfkdpfkpoakdf;Linguagem Simples;PRIMEIROS PASSOS PARA USO DE LINGUAGEM SIMPLES;https://acad-inpi.github.io/black/enap-logo.png;EAD;8 h/a;Gestores;https://www.escolavirtual.gov.br/curso/315
fddijfioajofijdsa;Linguagem Simples;LINGUAGEM SIMPLES APROXIMA O GOVERNO DAS PESSOAS. COMO USAR?;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/332
dfifjia;Avaliação da Qualidade de Serviços;AVALIAÇÃO DA QUALIDADE DE SERVIÇOS COMO BASE PARA GESTÃO E MELHORIA DE SERVIÇOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;EAD; h/a;Gestores;https://www.escolavirtual.gov.br/curso/368
dfkkap;Pesquisa com usuários;UX: COMO MELHORAR A EXPERIÊNCIA DO USUÁRIO NO SERVIÇO PÚBLICO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;EAD;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/537
