Competência;Temática;Título;Instituição;Carga Horária;LINK;MODALIDADE
dfkkap;Inovação;PRATICANDO A TRANSFORMAÇÃO DE SERVIÇOS COM DESIGN THINKING;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2028/?area=12;REMOTO
kokokapoakpd;Modelagem de estrutura organizacional;GESTÃO INTEGRADA NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/38/?area=8;REMOTO
kodksaosk;Modelagem de estrutura organizacional;ESTRUTURAS ORGANIZACIONAIS DO PODER EXECUTIVO FEDERAL - SIORG;https://acad-inpi.github.io/black/enap-logo.png;15 h/a;https://www.escolavirtual.gov.br/curso/319;EAD
dfkdpfkpoakdf;Gestão da estratégia;PLANEJAMENTO ESTRATÉGICO PARA ORGANIZAÇÕES PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/107/;EAD
fddijfioajofijdsa;Gestão da estratégia;AVALIAÇÃO ESTRATÉGICA DE GOVERNO;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/483;EAD
dfifjia;Gestão da estratégia;OKR APLICADO À TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/523;EAD
dfkkap;Gestão da estratégia;GESTÃO ESTRATÉGICA E EXECUÇÃO DO PLANO DE GOVERNO NO DIA A DIA;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/496;EAD
kokokapoakpd;Gestão da estratégia;GESTÃO DA ESTRATÉGIA COM BSC - FUNDAMENTOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/103;EAD
kodksaosk;Gestão de Projetos;DOMINANDO A GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2026/?area=8;REMOTO
dfkdpfkpoakdf;Gestão de Projetos;PENSAMENTO ÁGIL EM PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;17 h/a;https://suap.enap.gov.br/vitrine/curso/2029/?area=8;REMOTO
fddijfioajofijdsa;Gestão de Projetos;PRIORIZANDO E SELECIONANDO PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;18 h/a;https://suap.enap.gov.br/vitrine/curso/2035/?area=8;REMOTO
dfifjia;Gestão de Projetos;TRANSFORMANDO IDEIAQS EM PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;17 h/a;https://suap.enap.gov.br/vitrine/curso/2024/?area=8;REMOTO
dfkkap;Gestão de Projetos;GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/787;EAD
kokokapoakpd;Gestão de Projetos;GERENCIAMENTO DE PROJETOS NA PRÁTICA;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/680;EAD
kodksaosk;Gestão de Projetos;PRINCE2 - OUTRA MANEIRA DE GERENCIAR PROJETOS NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/723;EAD
dfkdpfkpoakdf;Gestão de Projetos;ÁGIL NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;15 h/a;https://www.escolavirtual.gov.br/curso/317;EAD
fddijfioajofijdsa;Gestão de Projetos;SCRUM NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;15 h/a;https://www.escolavirtual.gov.br/curso/395;EAD
dfifjia;Gestão de Projetos;INTRODUÇÃO À GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/104;EAD
dfkkap;Gestão de Projetos;INOVANDO NA GESTÃO DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/956;EAD
kokokapoakpd;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;32 h/a;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;REMOTO
kodksaosk;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/840;EAD
dfkdpfkpoakdf;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/424/;EAD
fddijfioajofijdsa;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/518/;EAD
dfifjia;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/679/;EAD
dfkkap;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/797/;EAD
kokokapoakpd;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;REMOTO
kodksaosk;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2064/?area=8;REMOTO
dfkdpfkpoakdf;Gestão de riscos;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;REMOTO
fddijfioajofijdsa;Gestão de riscos;INTRODUÇÃO À GESTÃO DE RISCOS;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/923/;EAD
dfifjia;Gestão de riscos;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/300/;EAD
dfkkap;Gestão de riscos;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/409/;EAD
kokokapoakpd;Gestão de riscos;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/724/;EAD
kodksaosk;DADOS;ANÁLISE DE VIABILIDADE ECONÔMICA E FINANCEIRA DE PROJETOS;https://acad-inpi.github.io/black/enap-logo.png;23 h/a;https://suap.enap.gov.br/vitrine/curso/2030/?area=9;
dfkdpfkpoakdf;DADOS;USO DE EVIDÊNCIAS PARA TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;22 h/a;https://suap.enap.gov.br/vitrine/curso/2065/?area=2;REMOTO
fddijfioajofijdsa;DADOS;BIG DATA EM APOIO À TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/800;EAD
dfifjia;DADOS;ESTATÍSTICA PARA ANÁLISE DE DADOS NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/930;EAD
dfkkap;DADOS;VISUALIZAÇÃO DE DADOS APLICADA À TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/802;EAD
kokokapoakpd;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;23 h/a;https://www.escolavirtual.gov.br/curso/764;EAD
kodksaosk;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://www.escolavirtual.gov.br/curso/406;EAD
dfkdpfkpoakdf;Software R;ANÁLISE DE DADOS EM LINGUAGEM R;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/325;EAD
fddijfioajofijdsa;Software R;ANÁLISE DE REGRESSÃO PARA CIÊNCIA DE DADOS, COM R;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://suap.enap.gov.br/vitrine/curso/1533/?area=2;REMOTO
dfifjia;Redação;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/477;EAD
dfkkap;Redação;REDAÇÃO OFICIAL E NOÇÕES DE SEI E SUAS APLICAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/563;EAD
kokokapoakpd;Redação;UX WRITING PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/813;EAD
kodksaosk;Integridade;FUNDAMENTOS DA INTEGRIDADE PÚBLICA: PREVENINDO A CORRUPÇÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/370/;EAD
dfkdpfkpoakdf;Integridade;GOVERNANÇA, COMPLIANCE E INTEGRIDADE NA ADMINISTRAÇÃO PÚBLICA: NOVIDADES, DESAFIOS E TENDÊNCIAS. ;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1871/?area=1;REMOTO
fddijfioajofijdsa;Integridade;COMPLIANCE ANTICORRUPÇÃO EM EMPRESAS ESTATAIS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/428;EAD
dfifjia;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;32 h/a;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;REMOTO
dfkkap;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/840;EAD
kokokapoakpd;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/424/;EAD
kodksaosk;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/518/;EAD
dfkdpfkpoakdf;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/679/;EAD
fddijfioajofijdsa;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/797/;EAD
dfifjia;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;REMOTO
dfkkap;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2064/?area=8;REMOTO
kokokapoakpd;Gestão de riscos;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;REMOTO
kodksaosk;Gestão de riscos;INTRODUÇÃO À GESTÃO DE RISCOS;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/923/;EAD
dfkdpfkpoakdf;Gestão de riscos;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/300/;EAD
fddijfioajofijdsa;Gestão de riscos;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/409/;EAD
dfifjia;Gestão de riscos;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/724/;EAD
dfkkap;Pesquisa com usuários;UX: COMO MELHORAR A EXPERIÊNCIA DO USUÁRIO NO SERVIÇO PÚBLICO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/537;EAD
kokokapoakpd;Pesquisa com usuários;USER RESEARCH: ENTENDENDO AS NECESSIDADES DOS USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2075/?area=11;REMOTO
kodksaosk;Pesquisa com usuários;USER RESEARCH: AVALIANDO PROJETOS COM USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2107/?area=11;REMOTO
dfkdpfkpoakdf;Avaliação da qualidade;AVALIAÇÃO EX-POST DE POLÍTICAS PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/561;EAD
fddijfioajofijdsa;Avaliação da qualidade;AVALIAÇÃO DA QUALIDADE DE SERVIÇOS COMO BASE PARA GESTÃO E MELHORIA DE SERVIÇOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/368;EAD
dfifjia;Tesouro Gerencial;TESOURO GERENCIAL;https://acad-inpi.github.io/black/enap-logo.png;60 h/a;https://www.escolavirtual.gov.br/curso/283;EAD
dfkkap;Orçamento público;DEMONSTRATIVO DE INFORMAÇÕES PREVIDENCIÁRIAS E REPASSES (DIPR) E PARCELAMENTO DE DÉBITOS PREVIDENCIÁRIOS DOS RPPS;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://www.escolavirtual.gov.br/curso/231;EAD
kokokapoakpd;Orçamento público;ORÇAMENTO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/296;EAD
kodksaosk;Orçamento público;GESTÃO ORÇAMENTÁRIA E FINANCEIRA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/257;EAD
dfkdpfkpoakdf;Orçamento público;CONTABILIDADE COM FOCO NA GESTÃO DO PATRIMÔNIO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://www.escolavirtual.gov.br/curso/342;EAD
fddijfioajofijdsa;Orçamento público;CONTABILIDADE COM FOCO NA GESTÃO DA INFORMAÇÃO CONTÁBIL;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/548;EAD
dfifjia;Orçamento público;CONTABILIDADE COM FOCO NA GESTÃO DO ORÇAMENTO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/429;EAD
dfkkap;Orçamento público;CONTABILIDADE PÚBLICA E CONFORMIDADE NA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/480;EAD
kokokapoakpd;Planilhas eletrônicas;INTRODUÇÃO AO EXCEL ;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/459;EAD
kodksaosk;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;32 h/a;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;REMOTO
dfkdpfkpoakdf;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/840;EAD
fddijfioajofijdsa;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/424/;EAD
dfifjia;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/518/;EAD
dfkkap;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/679/;EAD
kokokapoakpd;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/797/;EAD
kodksaosk;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;REMOTO
dfkdpfkpoakdf;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2064/?area=8;REMOTO
fddijfioajofijdsa;Defesa do usuário e simplificação;CERTIFICAÇÃO EM ATENDIMENTO AO CIDADÃO;https://acad-inpi.github.io/black/enap-logo.png;133 h/a;https://www.escolavirtual.gov.br/certificacao/121;EAD
dfifjia;Orçamento;CELEBRAÇÃO DE PARCERIAS DO SETOR PÚBLICO COM ORGANISMOS INTERNACIONAIS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2215/?area=9;REMOTO
dfkkap;Orçamento;PRATICANDO A ELABORAÇÃO DO ORÇAMENTO DE CURTO PRAZO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2216/?area=16;REMOTO
kokokapoakpd;Orçamento;PRATICANDO A GESTÃO DE ORÇAMENTO E FINANÇAS: ACOMPANHAMENTO E AVALIAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;24 h/a;https://suap.enap.gov.br/vitrine/curso/2200/?area=1;REMOTO
kodksaosk;Orçamento;PRATICANDO A GESTÃO DE ORÇAMENTO E FINANÇAS: EXECUÇÃO;https://acad-inpi.github.io/black/enap-logo.png;24 h/a;https://suap.enap.gov.br/vitrine/curso/2076/?area=9;REMOTO
dfkdpfkpoakdf;Orçamento;PRATICANDO A GESTÃO DE ORÇAMENTO E FINANÇAS: PROGRAMAÇÃO ORÇAMENTÁRIA;https://acad-inpi.github.io/black/enap-logo.png;24 h/a;https://suap.enap.gov.br/vitrine/curso/2077/?area=9;REMOTO
fddijfioajofijdsa;Orçamento;PRATICANDO A CELEBRAÇÃO DE PARCERIAS VIA TED E ACT;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2261/?area=43;REMOTO
dfifjia;Indicadores gerenciais;PRATICANDO A ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2051/?area=9;REMOTO
dfkkap;Indicadores gerenciais;CRIAÇÃO DE INDICADORES DE DESEMPENHO PARA A TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/801/;EAD
kokokapoakpd;Indicadores gerenciais;ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/604/;EAD
kodksaosk;Apuração de custos;METODOLOGIA COST MODEL APLICADA À ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/811;EAD
dfkdpfkpoakdf;Planilhas eletrônicas;INTRODUÇÃO AO EXCEL ;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/459;EAD
fddijfioajofijdsa;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;32 h/a;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;REMOTO
dfifjia;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/840;EAD
dfkkap;DADOS;USO DE EVIDÊNCIAS PARA TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;22 h/a;https://suap.enap.gov.br/vitrine/curso/2065/?area=2;REMOTO
kokokapoakpd;DADOS;BIG DATA EM APOIO À TOMADA DE DECISÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/800;EAD
kodksaosk;DADOS;ESTATÍSTICA PARA ANÁLISE DE DADOS NA ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/930;EAD
dfkdpfkpoakdf;DADOS;VISUALIZAÇÃO DE DADOS APLICADA À TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/802;EAD
fddijfioajofijdsa;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;23 h/a;https://www.escolavirtual.gov.br/curso/764;EAD
